1.547097998561869185e-02	2.183126296093668151e-02	8.824398707981150058e-02	1.067047661890320326e-01	3.454010206242405512e-02	7.629562577394063960e-02	9.658020304779026122e-02	9.858781681944184250e-02	9.372077667339552901e-03	4.303931518021670254e-03	1.871572276113352140e-02	9.677342658100238082e-02	1.083805881875496598e-02	4.640707820425232777e-02	1.055617416953576887e-01	5.875610320577414475e-02	7.624653040762871536e-02	3.477058522173925859e-02
8.131180800278535459e-02	9.885627193062201945e-02	2.166133847968149898e-03	8.884997536300115462e-02	1.171245074265719194e-01	8.861561520194832786e-02	3.321686412760736784e-02	9.348527675316127550e-02	1.222648490233155250e-02	5.305023043318854437e-02	1.076175429932807598e-01	3.477678805196816880e-02	3.408521698301772429e-02	1.540108376351922471e-02	2.293896914700227149e-03	8.040388919252677846e-02	2.506604731664605762e-02	3.145236679515522882e-02
5.772093419696053967e-02	6.265874971275170804e-03	6.741337256174820269e-02	1.722899278990559432e-02	6.919675225412474928e-02	8.216621573007173995e-02	1.201619478390983028e-02	4.861880266567012582e-02	8.153705110596617955e-02	4.863327850753088044e-02	5.865577203114380640e-03	6.292540713069424974e-02	7.794332606181961220e-02	6.045871300084587618e-02	1.109151114620682138e-01	6.887378665116070109e-02	1.060782134282524103e-01	1.614239549488149031e-02
1.300131102703202049e-02	7.536918846765314206e-02	3.712274444264672402e-02	1.543565284973896085e-02	8.658202036458199913e-02	3.246360345015366494e-02	7.008757673805260380e-02	6.777120307115498676e-02	8.245576115779486293e-02	5.821919157778115278e-02	7.009974299948988630e-02	3.256931956079144735e-02	2.519750513983289031e-02	8.363010372915348489e-02	3.996189458808923484e-02	9.006687633563048578e-02	6.193161603992777126e-02	5.803468846049483071e-02
1.219554470490728446e-02	1.009145541525582612e-01	4.781800525029609311e-02	6.147297563094887562e-02	4.337799833564200819e-02	2.519193536314855847e-02	9.601387347154488605e-02	6.097236919018456797e-02	3.050669293677671476e-04	6.559200457976767373e-02	3.471679571543928589e-02	5.601730921553182974e-02	9.416057226247216694e-02	3.797169711212790288e-02	9.656182926370998620e-02	6.625257482878398052e-02	1.681528941331759995e-03	9.878336505223725417e-02
7.958966119345109447e-02	1.148891907829011905e-01	1.985321155927119094e-02	1.579770812945472183e-02	1.074327516186368014e-01	8.027177424057059529e-02	7.603060966804114224e-03	8.702752447774203537e-02	8.684472154989912596e-02	1.063302038188462945e-01	8.196593881692190720e-02	1.431571557027037228e-02	2.290143546270829045e-03	3.019442571318997105e-03	3.260839256959542805e-03	2.836292210281035620e-02	9.907314871019538838e-02	6.207204108767541695e-02
6.393640392328729660e-02	9.738474468358901404e-02	1.436121489032378060e-02	3.228887627167201929e-02	6.774575329078154351e-02	1.121382068676874538e-01	6.488572468985140396e-02	2.156644763396064340e-03	9.259685021276269079e-02	2.694454607511349159e-02	9.334542725371341998e-02	4.485786701857800290e-02	9.987258637768382796e-02	8.640805353548892953e-02	6.433174086772423805e-02	1.578167432131712469e-02	6.929756316690232655e-03	1.403392864033949083e-02
5.713927249266309571e-03	1.378648114283998784e-02	2.894797666027787778e-02	9.144321847937393610e-02	7.178557268742373487e-02	1.610346398757065475e-03	9.230941800823960416e-03	1.240564205167215550e-01	7.286078198529295780e-02	2.607303644792103789e-02	3.236161963727791219e-02	9.539815054124538285e-02	2.506448378598856788e-02	7.456122445686345912e-02	1.244083039599774843e-01	1.086086226293675461e-01	3.076127632400343231e-02	6.332761529657796040e-02
7.479644973561781762e-02	1.000149306580772751e-01	1.891657633103540140e-02	2.241182605862413173e-03	8.448035235079660171e-03	5.867659022379902861e-02	7.315246840562032726e-02	6.863081774962927206e-02	3.828915645590812156e-02	1.192746131842945395e-01	6.994513134582834579e-02	4.586329195383737067e-02	6.647082937757385623e-02	8.992314716134068575e-02	8.074164491503241226e-02	3.196202856301223055e-02	8.003168552104899733e-03	4.464993754634634382e-02
7.050736578526548004e-02	2.353248183572279398e-02	8.428352488623931660e-02	7.449867562183602396e-03	2.914661204468640618e-02	9.010568034163089768e-02	2.165819048741540395e-02	7.159829880992341078e-02	5.874558193089680913e-02	1.035476592646852323e-01	2.948045988846566268e-02	7.385442990858865318e-03	8.230288053293383088e-02	8.645819462422346668e-02	1.016451085834852858e-01	1.043497994764530229e-01	1.562111022961534508e-03	2.624073993196923693e-02
